user_id,Q1,Q2,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms)
1870,3,3,606.1697,2000.93,67.04,0.79,6145.62,1244,2069.59,189
1871,10,,609.42649,1809.03,182.76,1.71,3427.2,1452,665.09,165
1872,9,,200.48345,316.36,84.53,3.59,7828.56,1040,1054.61,48
1873,8,7,737.57683,6787.67,245.27,0.28,14342.92,1201,1769.81,97
1874,10,,364.127,2116.76,89.77,6.04,2912.82,3497,1087.52,141
1875,4,"1, 2, 4, 5",430.8311,897.75,83.71,0.77,1368.34,3004,1072.08,296
1876,1,,590.7387,1348.17,46.62,1.22,1669.66,1378,1247.97,488
1877,10,,389.32032,671.17,43.51,1.54,3634.37,1395,1345.02,181
1878,9,,211.95937,9958.9,64.06,2.87,7610.5,1421,8131.56,142
1879,1,"1, 2, 3, 4",502.81592,913.26,301.06,0.99,1844.62,2287,1965.8,345
1880,10,,298.11362,1344.14,543.88,2.76,3632.36,2588,2177.24,136
1881,8,,882.84307,8055.06,365.94,0.27,9608.84,1421,1567.42,69
1882,7,"1, 4, 7",239.42316,1918.6,198.95,1.01,2338.74,2433,2937.94,172
1883,1,"3, 4",164.02209,218.23,67.57,2.39,482.53,2986,802.67,131
1884,8,,241.99693,2716.69,395.51,0.63,13351.95,1121,3340.51,173
1885,10,,761.60929,1577.39,58.79,0.05,1898.87,2142,12415.34,831
1886,4,1,674.20988,1578.26,406.03,0.63,10696.17,971,3619.91,52
1887,3,3,466.16128,6665.63,279.12,0.26,17985.68,1210,2827.19,50
1888,10,,663.80811,2894.42,103.72,1.69,9804.55,1666,2811.27,95
1889,7,4,386.73288,1138.83,154.87,1.02,1471.24,5073,1998.76,188
1890,10,,522.55817,9878.57,61.86,0.56,30524.87,782,2063.6,72
1891,6,3,262.27846,2434.29,92.16,2.42,5046.69,1610,1440.82,329
1892,1,"1, 2, 3, 4, 5",414.28997,2155.56,37.01,1.1,3107.08,1622,1714.24,89
1893,3,,624.40617,4012.51,95.61,2.94,4063.6,1625,1321.22,97
1894,9,,753.79908,1498.51,138.57,1.63,1475.62,1677,2083.27,112
1895,1,"1, 2, 3, 4, 5",108.13693,193.37,28.6,2.31,2469.71,1277,793.4,246
1896,7,,339.34086,1354.64,146.03,2.3,3594.19,3344,526.81,144
1897,3,4,505.99576,1129.86,89.96,2.32,1704.86,3271,1245.14,103
1898,3,3,245.98065,5993.72,96.48,1.38,8144.12,3527,2580.06,142
1899,8,"1, 3",593.62245,2945.72,71.48,1.13,9734.66,3027,747.13,190
1900,3,4,168.40668,1633.03,556.12,0.9,8130.94,1338,3517.55,178
1901,9,,160.92358,2167.86,210.68,1.31,6381.73,2067,1894.02,97
1902,"10, 50",,232.9754,1875.02,305.13,0.27,9445.57,883,1547,704
1903,10,,251.48877,686.45,36.55,0.28,408.94,375,2462.01,98
1904,10,,531.21237,20503,152.57,0.16,28749.6,828,10118.24,66
1905,8,,258.13036,2189.96,814.8,2.38,10919.63,1170,2024.03,64
1906,10,,450.65634,466.56,111.31,0.41,4799.12,1452,2649.71,71
1907,9,,418.39415,6031.63,256.27,0.83,2809.68,2162,2206.36,53
1908,7,,705.44406,3107.89,113.15,0.8,5063.98,1725,873.64,141
1909,5,"2, 3, 4",258.01425,1085.66,138.73,1.94,1027.76,2167,1550.85,106
1910,9,,228.42555,368.16,113.97,3.26,6542.42,1689,1841.07,787
1911,10,,862.92626,8379.63,409.49,0.32,15673.97,991,4215.13,48
1912,7,,497.93523,4265.88,109.26,0.65,6895.29,1399,1191.49,156
1913,1,"3, 4, 5",846.35555,677.78,64.06,6.77,1490.01,3629,647.61,207
1914,1,1,156.67412,2628.88,117.31,0.55,4912.04,1649,1393.2,115
1915,8,"3, 4",462.45687,3962.21,187.67,1,5346.87,1092,2861.63,98
1916,10,,862.90452,1476.39,29.34,1.77,4046.82,1227,978.94,63
1917,3,,221.94083,12471.64,64.65,0.26,2656.62,2600,5161.71,111
1918,9,,569.32843,8300.48,860.3,0.94,12494.18,1190,4003.7,54
1919,3,"3, 4",238.85908,381.74,39.66,1.15,4788.73,3302,541.28,275
1920,1,"1, 3, 4, 5",591.97926,1621.62,89.25,0.69,1496.01,3112,774.67,473
1921,2,,446.87996,374.33,28.15,1.98,6240.08,1438,2073.14,151
1922,1,"1, 3, 4, 7",429.27398,817.76,159.85,1.73,1868.32,2344,1324.07,117
1923,10,,341.11509,1354.18,181.23,0.56,8798.99,1310,1686.83,75
1924,Очень  хорошо. Обслуживания  я довольно. Спасибо вам.555,,659.80052,698.87,76.81,0.51,3113.07,1447,1135.82,149
1925,3,"1, 2, 3, 4",229.79055,5760.45,93.61,1.58,10359.44,1327,1801.51,165
1926,9,,119.27125,466.31,38.14,2.53,2046.36,1138,1861.05,51
1927,10,,516.26867,2430.53,361.3,0.97,8340.18,1450,1978.36,55
1928,10,,591.49246,2962.65,83.07,0.51,3262.58,1179,2008.11,37
1929,9,,600.66419,841.12,250.22,0.72,4268.72,2985,1974.71,170
1930,5,1,487.14453,1178.19,47.47,1.6,1909.6,2946,907.4,99
1931,7,"3, 4, 5",123.11528,485.09,24.46,1.41,6315.47,779,1299.71,2178
1932,1,1,833.18898,2247.43,33.87,2.97,2653.96,3568,1586.97,209
1933,2,1,584.95355,1168.88,129.21,0.77,7960.21,1408,4370.78,60
1934,4,4,554.31122,525.62,83.78,1.41,3167.35,1647,730.38,85
1935,7,"1, 3",704.95827,2723.55,83.99,1.13,10956.47,1053,2016.69,52
1936,1,"1, 2, 3",159.03487,1386.84,86.86,4.43,4989.18,1990,1029.48,143
1937,2,,345.76995,191.35,134.4,1.33,3067.94,2372,2064.91,69
1938,3,,132.04689,2454.91,244.44,0.67,5874.96,1763,2558.99,55
1939,1,"3, 4",150.41176,1799.25,185.57,1.8,7136.24,838,3250.49,68
1940,10,,195.6552,3117.54,226.03,0.6,8426.73,1555,1941.92,68
1941,9,,253.5047,385.72,58.5,3.38,915.55,2466,549.96,785
1942,7,3,806.50482,1303.25,24.51,1.77,2102.87,3115,2805.77,104
1943,1,,658.3453,2546.67,79.08,3.23,6304.99,1659,1129.38,121
1944,4,3,293.03503,781.43,97.38,4.65,1414.75,2553,1126.86,100
1945,6,"1, 3",880.9011,4469.64,227.23,1.08,10610.85,1782,1888.9,273
1946,10,,807.64465,1638.18,166.33,2.05,2782.81,2102,907.89,96
1947,1,4,373.77325,821.72,134.12,3.01,10339.19,1320,2115.36,44
1948,1,,405.26692,3695.03,132.28,1.32,7068.39,1646,5499.6,57
1949,1,,205.41262,305.16,53.64,26.83,941.92,3363,926.61,158
1950,1,"1, 3, 4",650.25696,2194,175.2,0.65,1462.64,1606,774.64,199
1951,10,,214.76542,284.05,142.11,13.08,2828.89,1462,1762.25,128
1952,9,,481.38027,520.85,238.8,0.96,617.59,4764,357.87,246
1953,8,4,100.03538,79.56,21.64,6.68,176.31,1572,176.52,707
1954,10,,303.42965,166.05,135.11,2.36,845.59,6871,255.03,1124
1955,3,3,209.1278,2083.31,130.05,0.82,3829.29,1741,1954.21,196
1956,10,,538.55998,1023.96,204.37,3,4411.53,1237,4253.17,97
1957,3,"1, 4, 5",158.93711,70.31,24.24,4.18,237.89,1634,77.51,2178
1958,10,,228.69749,1890.84,147.82,0.67,3322.87,2291,2325.53,118
1959,10,,109.14041,398.73,28.37,1.83,2420.21,1578,554.91,61
1960,9,,115.80027,1294.38,148.1,1.15,3054.17,1151,4518.38,136
1961,7,"2, 3, 4, 5",229.27474,647.4,80.54,0.5,4277.49,1249,2554.55,63
1962,7,4,156.28149,2485.28,221.28,1.59,7908.21,1321,3665.24,136
1963,7,4,381.39833,1639.96,182.58,1.8,3372.93,2201,1018.46,181
1964,7,,262.16515,297.8,126.99,3.88,714.4,6575,734.22,112
1965,5,"1, 4, 5",317.74153,363.92,89.63,2.21,1394.28,1705,650.69,338
1966,3,,423.53948,963.7,299.46,0.69,1758.28,2159,259.27,71
1967,1,"3, 4, 5",441.18252,1184.56,46.98,3.25,7742.14,1822,1310.57,229
1968,5,"1, 3",287.36782,2232.45,152.83,0.33,10443.76,1454,908.91,62
1969,7,"1, 3, 4",232.51256,1095.05,135.01,1.48,3855.27,2300,1689.84,235
1970,10,,282.64918,1174.42,74.03,0.55,5455.64,1619,1204.13,58
1971,10,,373.63412,7680.39,124.75,0.24,8271.9,1230,1096.55,206
1972,9,,154.87339,1749.26,55.07,1.04,736.06,2783,611.85,1248
1973,8,1,559.19518,818.55,150.52,2.09,1962.03,5100,1346.68,150
1974,8,"1, 3",147.64027,1004.37,87.63,1.17,705.64,1330,1153.78,323
1975,8,"1, 3",126.47944,820.07,85.22,1.92,1508.38,989,1160.99,85
1976,7,3,646.75986,1697.37,152.31,0.55,2007.47,1524,1130.41,158
1977,10,,287.10341,3008.76,185.91,0.32,4461.6,1096,4054.28,68
1978,5,,105.88971,321.03,337.4,2.74,1041.37,1690,1315.57,83
1979,9,,192.92853,1232.71,131.38,4.99,7079.64,1446,1405.35,182
1980,?,,252.13504,1744.86,168.28,0.73,4835.3,1601,1403.62,77
1981,10,,162.36017,2170.43,92.31,1.3,2607.95,1941,2001.17,94
1982,1,"1, 3, 4, 5",198.30571,251.24,131.72,1.57,1986.57,3015,476.33,306
1983,10,,205.46785,1584.58,149.83,0.66,4538.78,1552,2192.94,391
1984,10,,360.56027,4522.41,400.17,1.33,7590.83,1610,3059.97,77
1985,10,,111.38389,2129.46,40.05,1.67,4622.01,1536,1143.55,84
1986,10,,215.71719,2324.89,150.23,2.91,7317.76,2139,1746.41,152
1987,5,"1, 3",436.4765,1579.07,434.69,0.65,6002.69,1114,2932.49,60
1988,10,,222.92859,1966.77,140.56,1.99,1799.02,2163,1172.99,499
1989,3,"1, 2, 4",263.39626,1453.08,22.69,1.51,6765.01,1946,2288,203
1990,10,,219.99309,3018.54,162.25,0.68,4528.53,1857,6159.21,111
1991,10,,462.69579,367.82,586.74,4.58,1421.89,1650,914.83,283
1992,0,,140.70227,3575.3,150.95,0.83,7929.53,1884,3048.05,35
1993,10,,152.08579,5765.29,84.03,1.3,15421.78,658,318.01,126
1994,9,,448.20936,4014.96,151.99,0.49,8768.1,1402,6850.39,94
1995,10,,471.64604,3661.47,196.19,3.05,10337.43,1031,1946.15,75
1996,9,,638.92915,699.34,430.69,1.11,7223.14,1422,2030.79,118
1997,8,"1, 4, 5",293.12581,453.68,59.85,0.31,1280.66,3561,678.45,567
1998,8,,117.63223,1521.44,36.98,10.26,6372.91,2169,1037.89,494
1999,8,3,178.63458,2776.68,122.14,2.36,10926.16,2283,2416.68,168
2000,8,,130.15581,2713.73,554.35,0.91,12797.36,2025,2470.46,63
2001,7,,458.32135,977.46,119.35,2.17,3092.66,1893,1192.25,97
2002,8,5,330.33803,726.99,166.36,1.12,4070.04,1693,3119.57,82
2003,10,,371.32494,3976.2,123.18,0.58,3452.48,1966,2927.39,55
2004,4,"1, 2, 3, 4",824.60775,4880.01,51.83,0.52,6046.63,1227,1442.31,155
2005,10,,810.41995,4017.64,234.96,0.38,9097.98,1218,3462.93,36
2006,10,,301.27893,2444.68,153.48,0.41,11015.26,1104,2668.89,72
2007,10,,236.99463,1386.2,62.52,1.97,1940.22,2119,1176.55,146
2008,4,6,146.48271,11844.14,86.13,0.82,7150.87,963,2151.69,86
2009,10,,615.45236,2698.74,223.53,6.63,6187.71,1391,2596.71,48
2010,10,,837.63,2494.58,72.11,0.53,1840.24,2096,1084.4,216
2011,Поохое,,589.3815,4554.66,352.85,1.25,4647.28,1321,1464.54,83
2012,10,,551.52427,1786.73,362.7,1.79,8395.69,771,892.38,130
2013,2,3,328.77016,1096.4,273.4,1.66,6430.89,1114,7628.9,88
2014,5,7,281.24429,256.76,24.74,0.29,3873.41,2559,2974.59,60
2015,2,4,262.05515,1061.02,145.86,3.3,1284.76,4310,3398.81,153
2016,2,"1, 3, 4, 5",534.91121,287.09,119.45,1.76,9512.57,2917,2689.83,97
2017,5,4,458.11963,1662.2,171.43,0.67,2669.28,1352,1614.61,186
2018,10,,132.46494,78.35,64.48,2.92,3989.18,1066,2955.85,86
2019,4,"1, 3",485.9225,4547.1,51.65,0.37,4113.14,1559,3525.47,102
2020,10,,154.49014,56.35,57.41,0.92,9108.86,920,1410.92,75
2021,1,7,887.07827,12430.07,324.58,1.83,2782.48,3238,1096.03,174
2022,10,,711.64397,3787.84,106.01,3.15,7926.96,1458,2198.66,172
2023,2,"1, 3, 4",423.96449,70.16,112.26,0.17,219.16,1223,1114.08,139
2024,3,"1, 4",518.52607,1101.37,192.03,1.41,7222.36,1386,1372.01,66
2025,2,,242.22342,567.95,91.85,0.28,3259.34,981,4535.19,39
2026,8,,533.55353,841.18,186.62,3.94,2869.97,2760,850.64,282
2027,10,,436.30357,332.46,447.98,0.17,1795.8,6387,2801.41,52
2028,1,,845.39681,1649.84,237.03,0.66,9420.7,1681,3861.72,80
2029,2,"3, 4",761.32074,2492.59,51.97,0.81,3506.1,1633,1044.53,152
2030,8,3,579.20718,1880.21,211.8,0.66,9001.31,1151,1777.64,139
2031,3,"1, 3, 4",116.70786,314.4,57.48,7.19,1569.9,3142,553.1,263
2032,1,"3, 4",246.60996,1970.56,160.47,2.61,11326.6,1826,1820.08,138
2033,10,,809.18696,1768.22,188.75,0.96,3858.41,1482,1902.5,90
2034,2,"1, 3",509.48377,3434.18,217.04,0.98,6883.59,2335,3033.51,49
2035,10,,229.70372,1840.7,253.85,1.28,5624.05,1556,1478.87,256
2036,10,,464.3756,3754.89,127.5,0.93,6612.01,1189,876.76,95
2037,Когда в Москве-10 а когда в калужской области в деревне Бели-1,,417.70196,536.84,118.06,1.82,1238.52,1352,1071.44,160
2038,10,,201.76803,4634.27,144.32,0.45,14560.47,1109,6560.67,45
2039,10,,165.00657,1066.62,487.02,2.97,5456.47,972,1027.41,152
2040,8,1,180.81661,1007.03,41.28,1.75,5704.82,1301,1779.48,70
2041,9,,143.41561,30820,43.22,2.52,41567.77,781,7079.12,37
2042,7,5,787.92988,430.26,87.11,1.05,2592.65,2921,1639.23,80
2043,8,2,245.3181,1145.63,793.05,0.32,20266.55,884,7638.05,103
2044,10,,388.70413,1060.04,23.27,2.2,9505.89,1037,1862.24,114
2045,9,,231.98201,830.39,22.5,2.84,993.63,4283,918.98,141
2046,10,,826.39101,4671.31,111.44,2.16,5224.29,1387,2097.11,122
2047,1,7,191.84033,5687.84,89.88,2.37,6396.81,1193,1420.89,100
2048,1,"1, 3, 4, 5, 7",636.1793,5201.5,77.37,0.52,7633.57,2544,443.1,94
2049,10,,354.80498,3223.59,136.42,0.17,20538.45,508,2863.9,328
2050,10,,789.73189,3832.36,118.96,0.76,7684.89,1234,2735.33,67
2051,3,"1, 2, 3",785.8193,780.08,124.79,2.53,4449.22,1828,1700.49,306
2052,9,,408.39194,389.4,62.16,1.44,2021.44,2015,545.42,168
2053,10,,820.31851,767.82,184.22,11.78,2680.55,1302,1586.6,510
2054,3,,263.82636,454.08,51.89,1.64,1012.03,2702,249.46,1618
2055,7,1,134.80716,5416.68,258.12,0.41,10676.25,921,5112.65,112
2056,10,,336.74019,154.49,57.78,2.37,2165.26,3542,1229.39,311
2057,9,,440.33978,306.78,17.37,1.98,350.03,5876,872.59,86
2058,8,4,172.11738,321.52,47.51,2.05,3287.18,1679,1083.02,169
2059,2,1,345.81125,256.89,135.37,2.77,4200.24,1237,1671.08,85
2060,8,"3, 4, 5",319.39827,6446.52,73.24,0.12,14433.44,1171,10271.7,59
2061,7,3,363.95589,1645.02,104.07,2.01,5443.2,1486,2108.66,127
2062,2,,425.41001,975.76,208.08,0.48,3651.29,2044,2064.3,90
2063,10,,390.05905,2061.37,1015,1.09,4776.74,1593,2030.9,136
2064,1,"1, 3",240.67526,228.81,29.48,2.46,1708.7,1593,999.79,83
2065,8,,100.77226,1425.05,233.04,2.25,2216.01,1623,823.56,178
2066,9,,258.77872,2505.74,195.4,0.52,10296.5,1154,7016.18,87
2067,10,,561.65533,1307.84,471.09,1.51,5064.1,1441,1955.34,226
2068,10,,148.22752,3097.34,166.91,2.77,2955.75,1289,4596.88,73
2069,10,,201.65632,3442.4,429.91,1.46,3249.56,1393,3849.28,88
2070,10,,551.89257,3852.27,159.03,1.08,40995.49,744,344.79,66
2071,5,"1, 2, 3",152.21425,2860.78,67.16,0.95,6133.93,1417,2686.65,73
2072,7,,142.84466,570.13,124.91,1.48,3648.05,1350,1632.28,66
2073,1,"1, 2, 3, 4",427.41482,3970.1,115.3,0.79,6324.73,1737,1563.64,1048
2074,1,7,375.73429,41.56,16.5,4.11,113.9,5703,206.96,3471
2075,8,4,147.28551,379.35,137.9,0.95,1002.57,2246,335.06,797
2076,1,3,355.62052,150.84,54.33,1.44,1629.21,2199,761.27,208
2077,10,,286.39099,1083.21,112.46,5.88,4372.87,1295,2179.42,179
2078,3,,119.17801,539.51,276.67,0.93,7095.35,1273,2158.16,296
2079,8,,158.26378,603.07,100.89,1.79,1927.82,1182,1092.74,190
2080,10,,176.74918,3381.84,112.38,1.13,7117.38,1389,2093.34,200
2081,10,,412.79525,1729.24,313.16,2.36,7596.58,1613,1864.14,97
2082,2,4,231.77329,517.66,41.45,2.49,793.73,1847,467.78,747
2083,6,"1, 4",177.31073,2451.15,182.94,0.61,6087.73,1003,19622.23,47
2084,1,"1, 2, 3",103.37308,811.98,45.92,1.77,4563.67,1296,742.19,386
2085,1,"4, 5",109.02618,641.98,39.24,2.84,758.19,2610,1025.22,94
2086,4,,620.04516,290.55,34.17,1.84,985.47,1448,108.45,84
2087,7,3,649.45424,1648.37,101.94,0.87,3486.04,2018,1866.41,71
2088,7,"1, 4",756.65595,612.66,85.62,0.55,2589.27,1498,4392.2,1052
2089,3,"3, 4",209.52795,305.09,112.78,2.6,515.17,1224,577,387
2090,2,7,616.29123,1060.45,222.54,2.61,1039.5,1579,1506.29,75
2091,8,3,366.00002,281.64,31.41,1.58,1214.56,2480,1861.92,130
2092,10,,310.84923,1858.22,144.51,1.1,4964.5,1159,2924.56,158
2093,1,,180.34529,332.36,9.98,3.46,341.64,8206,369.93,64
2094,10,,597.49873,375.65,226.32,3.44,9243.54,990,1788.39,115
2095,10,,285.47881,683.59,105.04,0.36,5549.79,1427,2272.1,141
2096,10,,113.05846,2805.03,215.38,0.48,4909.02,1524,2093.89,73
2097,8,6,622.54922,280.32,46.32,1.44,1689.63,1934,944.55,525
2098,10,,721.25688,714.71,296.29,0.86,5448.79,1603,2163.28,59
2099,10,,163.44909,734.53,64.84,2.76,1893.28,4692,796.64,293
2100,10,,365.4336,2256.27,181.77,0.47,8463.49,1273,3300.75,84
2101,5,4,141.32514,103.97,78.52,2.67,950.55,4074,331.51,849
2102,5,"1, 4",473.60646,1064.07,90.18,3.99,8104.07,1506,960.09,130
2103,1,"3, 4, 5",439.18685,131.93,164.1,0.85,3478.01,2115,1040.97,149
2104,8,3,266.04703,553.92,169.02,1.65,8618.71,823,221.93,164
2105,4,1,603.24401,3390.35,37.68,1.54,5449.07,2106,942.46,73
2106,1,,118.84775,198.5,73.12,1.54,5516.17,1360,1675.63,211
2107,10,,545.06084,1016.55,53.56,0.67,2524.86,1483,923.22,201
2108,9,,100.11767,1513.19,106.11,1.46,15419.74,1053,6559.88,781
2109,3,4,819.90182,11106.86,281.23,5.82,13241.13,885,9295.95,82
2110,8,7,122.18007,3041.23,125.11,1.56,9294,759,1400.95,121
2111,1,"1, 3, 4, 5",702.12424,5583.29,82.4,1.17,7458.77,1416,3443.58,68
2112,10,,162.13975,2575.95,267.46,3.94,3109.77,3771,1471.21,123
2113,9,,757.14744,2806.13,154.52,4.55,4750.65,1209,1709.25,159
2114,10,,448.98388,197.41,19.49,2,1217.28,4495,1198.16,576
2115,9,,371.17998,3771.09,110.96,1.64,3395.47,1920,1982.11,117
2116,5,"1, 3",258.74278,3824.48,413.74,1.96,6791.62,1740,1072.72,55
2117,8,,628.03244,1015.89,173.36,0.87,2178.83,2911,1128.47,343
2118,9,,264.59421,14645.92,136.1,0.1,10228.28,1357,2785.17,58
2119,3,7,878.99992,1556.63,67.34,2.21,5751.54,1752,997.1,357
2120,7,"2, 4",136.92804,561.73,295.28,0.72,19903.63,834,4090.87,67
2121,10,,118.32864,207.05,42.94,1.69,4978.69,1868,2719.67,119
2122,6,"1, 2, 3",134.29005,1093.7,88.97,1.34,11399.64,1024,2704.27,113
2123,5,"1, 2, 3, 4, 5",207.58653,652.02,28.86,2.76,7057.64,1334,472.97,415
2124,3,"3, 4",820.47197,2657.02,150.99,0.68,7667.42,2816,3157.29,193
2125,1,"1, 3, 4, 5",212.30139,773.73,240.3,1.52,1417.46,3208,711.19,156
2126,9,,448.81062,14316.22,173.84,0.17,16529.63,808,2135.04,74
2127,1,"3, 4",368.72961,20.38,20.52,5.36,69.82,11161,187.71,1605
2128,5,,523.60107,1757.65,268.35,4.49,3727.06,2354,864.57,79
2129,10,,244.2247,324.15,54.97,0.75,10329.98,1161,1787.19,101
2130,10,,372.73821,13611.42,534.85,0.37,22575.31,577,5979.8,63
2131,1,4,231.19712,613.15,81.21,1.51,878.11,4017,570.9,483
2132,1,1,453.51568,1780.52,228.84,1.69,11362.4,1382,2863.19,90
2133,1,"1, 3, 4, 5",836.16608,259.97,79.7,3.77,672.6,4637,379.81,253
2134,8,1,389.34529,1435.76,69.18,1.08,2554.69,1793,3139.04,53
2135,2,,155.16539,1092.03,56.24,2.44,3734.89,3196,3321.97,99
2136,10,,133.91785,1115.25,131.01,1.63,3885.48,1333,1475.62,133
2137,3,3,268.09697,426.76,97.14,1.31,1749.83,2395,693.46,331
2138,8,"1, 2, 4, 5",604.90925,2662.92,82.12,7.69,4394.28,959,1011.33,209
2139,9,,136.37122,892.56,81.69,3.48,2542.49,1859,3473.94,674
2140,3,7,491.38988,2858.65,326.16,1.11,2911.3,2420,1489.36,146
2141,1,"2, 3, 4",214.53707,654.42,244.59,4.86,2099.97,1600,769.45,59
2142,5,1,500.58026,727.95,392.44,2.27,2076.58,6967,1366.54,104
2143,8,"1, 3",829.59766,4667.57,298.11,1.25,5168.3,1521,2171.7,72
2144,7,6,248.81677,1527.36,23.82,1.13,11763.33,1162,4527.47,44
2145,10,,668.02961,5441.19,218.46,0.76,10042.66,2565,2665.93,50
2146,Нет,,746.58747,1011.73,95.25,1.51,5059.23,1118,1233.11,171
2147,1,,197.27444,1108.11,251.12,1.3,1947.14,2263,1770.57,215
2148,3,1,286.59029,579.54,110.29,0.45,4722.12,2107,1297.13,497
2149,6,,742.63172,2344.58,265.32,0.53,7673.56,2805,2858.41,66
2150,5,"1, 2, 3, 4",242.45826,4767.7,218.71,0.09,12928.54,992,3068.44,54
2151,5,"1, 2",236.0986,1184.18,127.49,1.06,6296.73,2163,3270.5,53
2152,1,,494.29295,894.83,167.76,2.56,2614.69,2063,1383.21,169
2153,8,4,555.77928,139.23,36.95,0.92,3207.43,2459,192.2,228
2154,1,7,448.42078,1431.97,213.71,1.09,3553.49,3886,3250.17,73
2155,9,,649.87966,1065.06,86.05,0.35,6614.99,1517,3159.49,85
2156,10,,248.65576,652.39,44.77,3.32,2301.24,1510,1404.2,403
2157,10,,511.31471,1121.56,173.61,1,3603.14,2117,1829.61,90
2158,1,,307.92434,11311.6,151.78,0.9,14235.46,1128,929.41,123
2159,10,,605.3371,7650.91,114.86,0.85,7820.21,1975,1282.19,207
2160,10,,517.38444,219.01,37.37,3.78,828.59,1557,713.85,201
2161,1,,816.24632,1709.19,146.07,1.9,4800.53,1568,2514.55,174
2162,1,"1, 3, 4, 5",753.50342,204.94,28.25,1.98,386.14,5429,229.56,1373
2163,4,"1, 2, 3, 4, 5",770.95196,1361.47,267.05,1.73,3385.85,1095,1869.83,96
2164,10,,319.23782,790.74,81.15,2.49,4627.74,1458,1638.8,54
2165,2,"3, 4, 5",405.41363,2283.61,184.31,1.66,4379.22,1377,1672.24,127
2166,2,3,303.60156,711.09,86.91,2.81,1097,4361,1041.9,278
2167,8,"3, 4",734.02495,643.63,169.09,1.27,1740.24,3147,1051.85,150
2168,1,,357.36702,3548.01,71.18,1.41,11686.45,1336,4174.7,83
2169,8,4,793.04989,2075.7,304.51,2.08,6120.7,1292,4018,70
2170,10,,290.18168,1681.32,259.85,2.26,4855.04,1499,2004.14,92
2171,2,,263.22181,466.67,255.33,0.83,20471.98,970,3107.36,61
2172,8,,630.19119,1221.2,36.78,2.84,2973.1,1582,1320.2,208
2173,1,"1, 2, 3, 4, 5",171.12153,314.92,37.31,7.72,518.57,1679,706.98,424
2174,3,,172.76842,1495.17,83.71,0.47,6677.09,1705,3032.57,259
2175,10,,225.32174,3893.18,28.41,0.92,9972.72,1246,4989.55,72
2176,8,,343.66801,2352.58,218.45,0.68,3402.36,2533,2557.27,72
2177,5,,248.69343,1507.74,122.2,0.45,6396.7,1197,5084.71,59
2178,2,"1, 4, 5",106.82957,1545.31,59.45,1.05,3041.51,3597,1807.18,340
2179,10,,126.41071,5432.23,60.63,1.25,33767.68,932,1593.97,82
2180,4,3,548.81532,1118.02,79.86,2.25,3170.36,1491,1256.88,131
2181,1,"1, 3, 4, 5",135.63496,393.43,70.06,5.27,3363.09,2391,512,165
2182,4,"4, 5",352.5953,153.6,30.16,1.11,527.58,1891,177.79,1737
2183,3,,456.03804,6389.38,391.25,0.93,12051.13,1245,3327.47,55
2184,9,,145.75285,1938.78,62.28,1.86,2801.5,6830,113.28,83
2185,3,1,627.99455,3545.43,480.69,0.28,8958.92,1356,2901.01,236
2186,3,4,363.55152,1004.32,168.42,2.66,7918.01,1875,1502.07,90
2187,9,,214.74372,568.5,65.59,1.86,1790.69,6205,965.17,140
2188,4,3,446.04086,1528.18,227.1,2.32,3659.91,1360,1592.16,138
2189,5,,701.94082,6836.83,62.75,0.76,8034.14,1335,1933.92,187
2190,10,,397.0719,1428.53,92.33,1.29,1475.46,2601,1279.74,362
2191,1,"3, 4, 5",107.48854,309.28,12.1,3.07,1400.6,3763,1744.96,1095
2192,6,,207.69247,2379.49,173.29,1.16,11329.39,1007,4504.31,87
2193,1,,624.15164,861.72,145.16,8.45,5165.56,2693,807.49,138
2194,1,"1, 3, 4",314.02748,2349.07,59.18,1.23,4922.76,3086,1712.7,82
2195,5,"1, 3",709.29022,2541.47,48.33,0.12,29024.92,900,13945.52,55
2196,10,,777.95138,2728.95,111.95,5.25,6845.09,1409,1664.29,83
2197,1,"1, 3",134.11205,109.47,45.51,0.38,1698.03,3686,1481.25,116
2198,2,"1, 2, 3, 4, 5",270.00804,1030.77,526.63,5.84,1741.83,2981,1484.65,71
2199,5,3,516.8171,732.16,81.95,6.07,2413.46,2642,409.3,158
2200,1,,316.71889,1849.46,66.68,2.21,4199.58,1533,1884.36,130
2201,3,,395.05726,2199.25,129.88,1.46,8525.42,1197,844.23,126
2202,1,3,534.02387,545.66,55.61,0.25,3624.01,1570,1052.16,139
2203,7,"1, 4",479.81043,1588.64,182.17,0.49,3981.82,1747,965.91,119
2204,8,1,175.28236,301.55,52.53,2.15,3233.56,1472,1393.69,45
2205,7,3,613.28043,5287.7,78.91,1.02,12849.71,1111,11403.07,56
2206,9,,345.44265,1073.05,385.1,0.66,4348.4,1156,1374.13,63
2207,7,,374.83211,312.09,102.15,2.42,438.83,3126,405.55,290
2208,10,,666.19977,7409.27,1024.02,1.81,16904.79,1108,2575.1,120
2209,2,4,260.48474,1105.1,145.94,0.6,10728.75,1464,1252.99,80
2210,1,3,222.03248,1070.45,185.34,1.76,1549.45,2853,1361.37,66
2211,10,,162.25517,2893.68,54.64,0.4,10971.2,1304,1739.66,131
